Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA1FA,2014.09,93789,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2014.12,98149,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2015.03,97793,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2015.06,98348,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2015.09,98026,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2015.12,99348,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2016.03,99941,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2016.06,101204,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2016.09,99631,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2016.12,101175,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2017.03,101660,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2017.06,102745,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2017.09,102918,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2017.12,104790,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2018.03,106407,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2018.06,105577,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2018.09,105618,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2018.12,107718,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2019.03,106746,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2019.06,107199,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2019.09,105826,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2019.12,108096,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2020.03,107888,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2020.06,106219,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2020.09,103816,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2020.12,104740,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2021.03,105329,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2021.06,105234,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2021.09,106106,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2021.12,108036,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2022.03,108042,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2022.06,108510,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FA,2022.09,109316,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Actual,,
BDCQ.SEA1FS,2011.06,90802,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2011.09,91361,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2011.12,91141,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2012.03,91343,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2012.06,91601,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2012.09,92200,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2012.12,92516,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2013.03,91034,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2013.06,91916,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2013.09,92096,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2013.12,92232,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2014.03,93064,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2014.06,93756,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2014.09,94550,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2014.12,97431,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2015.03,97798,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2015.06,98264,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2015.09,98848,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2015.12,98623,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2016.03,99905,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2016.06,101138,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2016.09,100478,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2016.12,100455,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2017.03,101561,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2017.06,102730,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2017.09,103777,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2017.12,104054,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2018.03,106269,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2018.06,105617,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2018.09,106445,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2018.12,106997,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2019.03,106574,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2019.06,107297,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2019.09,106610,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2019.12,107368,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2020.03,107707,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2020.06,106382,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2020.09,104538,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2020.12,104018,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2021.03,105144,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2021.06,105467,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2021.09,106817,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2021.12,107229,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2022.03,107881,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2022.06,108809,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FS,2022.09,110013,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Seasonally adjusted,,
BDCQ.SEA1FT,2011.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2011.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2011.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2012.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2012.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2012.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2012.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2013.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2013.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2013.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2013.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2014.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2014.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2014.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2014.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2015.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2015.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2015.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2015.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2016.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2016.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2016.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2016.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2017.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2017.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2017.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2017.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2018.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2018.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2018.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2018.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2019.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2019.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2019.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2019.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2020.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2020.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2020.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2020.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2021.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2021.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2021.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2021.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2022.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2022.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1FT,2022.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Wholesale Trade,Trend,,
BDCQ.SEA1GA,2011.06,173404,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2011.09,174660,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2011.12,179502,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2012.03,179680,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2012.06,177608,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2012.09,176170,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2012.12,181541,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2013.03,180982,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2013.06,178814,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2013.09,175946,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2013.12,183650,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2014.03,182034,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2014.06,179779,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2014.09,179050,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2014.12,185361,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2015.03,186086,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2015.06,183864,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2015.09,183327,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2015.12,189862,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2016.03,191045,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2016.06,189350,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2016.09,189032,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2016.12,196202,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2017.03,196952,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2017.06,194595,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2017.09,193926,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2017.12,200403,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2018.03,198648,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2018.06,196372,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2018.09,194468,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2018.12,202633,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2019.03,199795,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2019.06,197763,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2019.09,197753,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2019.12,206752,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2020.03,203022,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2020.06,200669,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2020.09,197373,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2020.12,202286,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2021.03,199567,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2021.06,197974,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2021.09,199788,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2021.12,210670,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2022.03,205297,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2022.06,203395,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GA,2022.09,204170,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Actual,,
BDCQ.SEA1GS,2011.06,174642,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2011.09,177227,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2011.12,177320,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2012.03,178068,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2012.06,178778,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2012.09,178895,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2012.12,179254,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2013.03,179357,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2013.06,179938,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2013.09,178804,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2013.12,181262,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2014.03,180360,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2014.06,180937,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2014.09,182005,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2014.12,182935,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2015.03,184287,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2015.06,185178,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2015.09,186304,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2015.12,187327,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
